,text,Ans
2347,u two fighting,positive
2348,indeed twitter mate happening here enjoy hope see arou httptwurlnljoxe,negative
2349,want say youtaylor swift hayley williams great lovely voice,neutral
2350,watching ha got new photo myy room waiting ulise get home,neutral
2351,playing skate two hours need get actually skate its late,neutral
2352,drive automatically ejecting supported disc ie cdr cant boot disc its time applecare,neutral
2353,omfg one worst day ever,positive
2354,love dreambears want  best friend,neutral
2355,rofl  too,neutral
2356,louise bless ya know feeling well,negative
2357,working graduation shame,neutral
2358,penguin win ot probably busy one game win,neutral
2359,dang stuck fantasty pick,neutral
2360,oh hahahahahaha no seriously tell wait staff look great time easiest nice thing,neutral
2361,subway im going get subway love it ate often new zealand,negative
2362,eh june th going signing th think is x,neutral
2363,designing,neutral
2364,or green day boulevard broken dream hinder lip angel howie day collide  nice song,positive
2365,watching snl love life hosting,positive
2366, made wish,neutral
2367,listening maylene wondering cant pull many cool southern metal lick,negative
2368,poor tony come play scrabble facebook,neutral
2369,awe,neutral
2370,follow me,positive
2371,love app things hella awesome bro,neutral
2372,ah gotcha well im curious hear thought wolverine then if actually went saw it,negative
2373,need buy iphone its good app work wifi though,neutral
2374,wanna something tonight work dunno what,negative
2375,car alarm  immobiliser make incredibly complicated costly key code neither immobiliser,positive
2376,hello twitterfon im glad youre back,neutral
2377,think follow me follower stalk please,positive
2378,finger crossed you,neutral
2379, awesome tell good might watch,neutral
2380,name,neutral
2381,quite muchhmmm product u canada idk covergirl,neutral
2382,almost ready new beta found showstopping bug please standby,neutral
2383,hugs why,neutral
2384,name,neutral
2385,house sad looking without furniture air mattressing  night im officially moved knoxville,neutral
2386,uhohits becoming grey here hope its one popup showers way,neutral
2387,girl know beauty price,neutral
2388,gawwddd   headshot inna row im fyaaahhh,neutral
2389,its officially start end summer oh summer school,neutral
2390,oh mann likey that sadly im bein auctioned twpp tonight,neutral
2391,ill catch last second,neutral
2392,ugh foot feel like theyre going fall off,neutral
2393,going bedgoing back korea tomorrow,neutral
2394,hell yes im late,neutral
2395,perhaps see twitter version pulling someones pigtails let know work you,negative
2396,im advert  makeawish foundation  cant find photo kid looking close death thats good thing kid,negative
2397,hi isla hope does too,neutral
2398,mins till babys back work,negative
2399,need pizzacant get office,neutral
2400,bollywood fims  egyptian tea,neutral
2401,serious cig craving head kitchen let non smoker weight gain begin,negative
2402,seriously heartbroken,neutral
2403,stick stone may break bonesbut word hurt forever,neutral
2404,atm getting ready work,neutral
2405,hey kevin yeah ones gonna toughie sure  much sleep oh well  hour go,neutral
2406,oh no its raining sea world parade httpyfrogcomwvnpj,neutral
2407,im loving please dont leave pink,neutral
2408,thanks answer wondering whole week,neutral
2409,back time wish teenager again wish could feel healthy again cant remember its like feel healthy anymore,negative
2410,too wish would say unfollowed,neutral
2411,nylana an happy mothers day,neutral
2412,phase  success self discovery vital phase  min away cool  classy baby shout  d yeah mane,positive
2413,preet haha one many reason love,neutral
2414,always welcome sweetie hugs,negative
2415,last day tv upfronts w colleague sydney paris london,neutral
2416,tweets wish could give biggest hug right now im sorry cant imagine painful must,neutral
2417,bit early wanting nice lunch too good time,negative
2418,bit hollie started crying,neutral
2419,finally home night dinner drinking friends going sleep now hoping bed doesnt spin much,neutral
2420,wow heather,neutral
2421,time school im feelin good  jog good aloha,neutral
2422,stop staying night,neutral
2423,jus listened  not okay its nice lik it ive thinkin abt thomas throughout e whole song luv ya,neutral
2424,soooo disapoointed couldnt make next time glad productive,neutral
2425,joined twitter hehe,neutral
2426,dubbs curse you igloo dwellers,neutral
2427,hahahahahahahaha hope so hope youll like,positive
2428,lee loveee miss annie,neutral
2429,oh ex  room mate moving today,neutral
2430,awake still feeling sick got blog done least httpplurkcompxt,neutral
2431,take u eric,neutral
2432,today felt much crazy was digg new addition family pretty cool,neutral
2433,random night fun im chillin home happy mother day,neutral
2434,agree come canberra raddest,neutral
2435,skinny dipping work colleagues maybe not id never live lot,neutral
2436,finished listening last day kryptons audio book loved itso sad though,neutral
2437,rare treat bc were rarely ap em early may make opening bell pdx farmer mkt new goal,negative
2438,dying get hand diagnosis murder dvd boxset pesky kid amazon still wont deliver zimbabwe,neutral
2439,thank new first time japa dog customers twitter spread word like new customer,neutral
2440, read follows im what whatd do yes rather simple miss dick too ,neutral
2441,new chic texted saying thanks email didnt answer question might need look newer chic,neutral
2442,furlaxis make feel physically sick read let right one horrified cat violence horrible,negative
2443,good grief cant say much driving home martin ike last fall interesting hear says,neutral
2444,storming outside,neutral
2445,proper journo would agree ,negative
2446,finished watching star trek imax   couldve watched night   live long prosper,neutral
2447,yeah ive noticed miss spender closer him holding up,neutral
2448,mom came home finally got guitar strap yay,neutral
2449,early mothers day dinner family,negative
2450,dont feel bad sure attribute that could cold  flu meds nap alcohol getting better,positive
2451,hahah labhr labba seems think similar way,positive
2452,picture made cry lol httpwwwtwitpiccomw,neutral
2453,hooray,neutral
2454,hit  word mark geography notes im even gcse mean ive done page history,neutral
2455,its bad start day youre sweating butt  range,positive
2456,hey every yesterday prom best wanna go back time  ima miss every new pick soon myspacecomrisound,neutral
2457,happened her wierd sudden,negative
2458,heading office quiet stockholm least sunny,neutral
2459,ano pa bang aasahan ko sa iyo never fail fail me,neutral
2460,tha internet txt,neutral
2461, failed assassination attempt louis re httpffimmrim,neutral
2462,think theres something wrong video load first ish second,positive
2463,phone call yett hrmm maybe call end order ill wait bit longer prom night often spuratic moments,neutral
2464,im hungry cold,neutral
2465,learn twoheaded boy nutreal milk hotel,negative
2466,im sorry im neglecting you twitter,neutral
2467,sitting almost empty dorm waiting jordan come take last thing say good bye graduate tomorrow,neutral
2468,srod shouldnt know national holidays,neutral
2469,wanting someone spend summer evening whilst shes nice relaxed mood ,neutral
2470,hour til lunch cant wait ima go mcds,neutral
2471,  song fill ipod supposed hold ,neutral
2472,missed red rocks sad couple days,neutral
2473,ready school yet httpplurkcompwyd,neutral
2474,jfc need rd graduated ended getting awesome hookups ftsk rocket excited,neutral
2475,page   betrayed pc cast really starting enjoy series,neutral
2476,theres something area make tonsil swell everyday dont get it feel slightly miserable ff done  now,neutral
2477,watched hella home movie aunt uncle miss day whole family got along,negative
2478,signing night watching the reader im sure ill snooze point good night,negative
2479,id soo honoured u cld chk beats perhaps sm advice wat nd  improve da overall sound music,neutral
2480,ohh forgot tell last night alton tower touched shark amazing  nt massive one tho,neutral
2481,weird thinking may nd totally changed crappy mood happinessi miss much,neutral
2482,dislocating thumb painful dislocating toe reminded today thankfully toe still feel weird,neutral
2483,driving home trade car hopefully make it httpmylocmesl,neutral
2484,catt totally love default picture seem like fun mom,neutral
2485,friday night magic last night lost bad suck draft,neutral
2486,remmber time crisis  try iphone,neutral
2487,yeah entire time swoon bc eyes swoons thinking it,neutral
2488,writing since pm   words cant help edit write stop it self oh ive also researching too,neutral
2489,didnt know u guy acc fb hee,neutral
2490,yeah didnt last long,neutral
2491,kid may th,negative
2492,hernia hurting way usual tonight way im able go out,neutral
2493,sometimes feel like person world without iphone,neutral
2494,sad hollyoaks,neutral
2495,another mobile monday back online theres two day ill never get back httptinyurlcomraye via ,positive
2496,thelma  louise good movie,neutral
2497,check out httptinyurlcomdlra,neutral
2498,iscool gb drive mb gb free tb external storage permanently connected home,neutral
2499,yeah feel anything all remembered looking loopt phone  coughin,neutral
2500,whats homieeeeeeeeeee  miss live last night hope tonight  hit cutie,neutral
